film_id,title,poster_path,poster_downloaded,poster_file,error
603,Matrix,/8rT9kG2EYkZpJmYCuTJNnPDEube.jpg,True,0603_Matrix.jpg,
19995,Avatar,/t5T3LPbLLgP2OP6kloM9p2PXpJL.jpg,True,19995_Avatar.jpg,
27205,Origen,/tXQvtRWfkUUnWJAn2tN3jERIUG.jpg,True,27205_Origen.jpg,
157336,Interstellar,/9cTfZWP5TfdnmAjiD6ZBXWIJ7O9.jpg,True,157336_Interstellar.jpg,
597,Titanic,/rBTJZrf5UWaxzg5YJd2eqpeaSvm.jpg,True,0597_Titanic.jpg,
